"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000230221",115.227,0.727,0.088,8.303,0,0,"9","+",98054619,98057092,"RP11-173G21.1","","9:98054619-98057092"
"ENSG00000213761",3.586,0.779,0.264,2.948,0.003,0.015,"9","-",98175548,98175731,"MT1P1","metallothionein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23681]","9:98175548-98175731"
"ENSG00000185920",27.185,-0.913,0.146,-6.255,0,0,"9","-",98205261,98270943,"PTCH1","patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]","9:98205261-98270943"
"ENSG00000081377",106.942,0.507,0.084,6.007,0,0,"9","-",99252522,99382112,"CDC14B","cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]","9:99252522-99382112"
"ENSG00000136943",200.008,-0.189,0.062,-3.033,0.002,0.012,"9","-",99794939,99801592,"CTSV","cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]","9:99794939-99801592"
"ENSG00000254876",9.711,-0.546,0.21,-2.601,0.009,0.038,"9","+",100000730,100054275,"RP11-23J9.5","","9:100000730-100054275"
"ENSG00000196116",82.734,-0.335,0.1,-3.365,0.001,0.004,"9","+",100174231,100258407,"TDRD7","tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]","9:100174231-100258407"
"ENSG00000214417",268.131,-0.718,0.088,-8.123,0,0,"9","+",100461203,100463016,"KRT18P13","keratin 18 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:6432]","9:100461203-100463016"
"ENSG00000106785",483.575,0.526,0.048,10.875,0,0,"9","-",100831556,100881492,"TRIM14","tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]","9:100831556-100881492"
"ENSG00000106789",291.5,1.118,0.061,18.316,0,0,"9","-",100883256,100935166,"CORO2A","coronin, actin binding protein, 2A [Source:HGNC Symbol;Acc:HGNC:2255]","9:100883256-100935166"
"ENSG00000119514",27.303,-0.378,0.144,-2.634,0.008,0.035,"9","+",101569980,101612363,"GALNT12","polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]","9:101569980-101612363"
"ENSG00000106799",789.916,0.429,0.071,6.062,0,0,"9","+",101866319,101895008,"TGFBR1","transforming growth factor beta receptor I [Source:HGNC Symbol;Acc:HGNC:11772]","9:101866319-101895008"
"ENSG00000255815",333.321,-0.239,0.075,-3.177,0.001,0.008,"9","+",102067393,102068893,"KRT8P11","keratin 8 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31058]","9:102067393-102068893"
"ENSG00000136891",191.707,0.18,0.066,2.742,0.006,0.026,"9","-",103064358,103114853,"TEX10","testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]","9:103064358-103114853"
"ENSG00000136897",161.406,0.207,0.071,2.914,0.004,0.016,"9","-",104149914,104160896,"MRPL50","mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]","9:104149914-104160896"
"ENSG00000136870",137.804,0.453,0.082,5.504,0,0,"9","+",104161154,104172942,"ZNF189","zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]","9:104161154-104172942"
"ENSG00000165029",23.542,1.311,0.171,7.685,0,0,"9","-",107543282,107690518,"ABCA1","ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]","9:107543282-107690518"
"ENSG00000095209",473.01,0.364,0.078,4.682,0,0,"9","+",108456824,108468034,"TMEM38B","transmembrane protein 38B [Source:HGNC Symbol;Acc:HGNC:25535]","9:108456824-108468034"
"ENSG00000148143",434.937,0.322,0.056,5.792,0,0,"9","+",109625377,109775915,"ZNF462","zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]","9:109625377-109775915"
"ENSG00000119318",4882.597,-0.134,0.05,-2.658,0.008,0.033,"9","+",110045417,110068871,"RAD23B","RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]","9:110045417-110068871"
"ENSG00000136826",350.733,2.715,0.079,34.216,0,0,"9","-",110247132,110250728,"KLF4","Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]","9:110247132-110250728"
"ENSG00000119328",334.235,0.237,0.063,3.756,0,0.001,"9","+",111696460,111703235,"FAM206A","family with sequence similarity 206 member A [Source:HGNC Symbol;Acc:HGNC:1364]","9:111696460-111703235"
"ENSG00000095203",256.589,0.714,0.06,11.873,0,0,"9","-",111934254,112083244,"EPB41L4B","erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]","9:111934254-112083244"
"ENSG00000243444",152.657,0.402,0.08,5.024,0,0,"9","+",112403067,112708983,"PALM2","paralemmin 2 [Source:HGNC Symbol;Acc:HGNC:15845]","9:112403067-112708983"
"ENSG00000188959",657.969,1.487,0.049,30.444,0,0,"9","-",112952327,112969760,"C9orf152","chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]","9:112952327-112969760"
"ENSG00000136810",1862.421,0.565,0.06,9.459,0,0,"9","-",113006090,113018746,"TXN","thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]","9:113006090-113018746"
"ENSG00000198121",96.959,-0.633,0.091,-6.952,0,0,"9","-",113635542,113800323,"LPAR1","lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]","9:113635542-113800323"
"ENSG00000059769",129.348,0.227,0.081,2.798,0.005,0.023,"9","+",114393631,114416631,"DNAJC25","DnaJ heat shock protein family (Hsp40) member C25 [Source:HGNC Symbol;Acc:HGNC:34187]","9:114393631-114416631"
"ENSG00000148154",2138.484,0.555,0.08,6.907,0,0,"9","+",114659045,114697649,"UGCG","UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]","9:114659045-114697649"
"ENSG00000119471",857.219,0.171,0.054,3.185,0.001,0.007,"9","+",115142216,115234690,"HSDL2","hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]","9:115142216-115234690"
"ENSG00000148153",965.122,0.932,0.038,24.242,0,0,"9","-",115446205,115480516,"INIP","INTS3 and NABP interacting protein [Source:HGNC Symbol;Acc:HGNC:24994]","9:115446205-115480516"
"ENSG00000148158",788.015,1.015,0.066,15.337,0,0,"9","+",115513117,115637267,"SNX30","sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]","9:115513117-115637267"
"ENSG00000271631",2.844,0.663,0.265,2.505,0.012,0.048,"9","+",115647437,115648047,"RP11-408O19.5","","9:115647437-115648047"
"ENSG00000231528",338.41,0.273,0.063,4.359,0,0,"9","+",115875352,115882126,"FAM225A","family with sequence similarity 225 member A (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:27855]","9:115875352-115882126"
"ENSG00000136867",319.769,1.074,0.057,18.708,0,0,"9","+",115913221,115926417,"SLC31A2","solute carrier family 31 (copper transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11017]","9:115913221-115926417"
"ENSG00000119321",1006.275,0.209,0.035,5.922,0,0,"9","-",115923285,115983598,"FKBP15","FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]","9:115923285-115983598"
"ENSG00000119411",462.745,0.209,0.059,3.552,0,0.002,"9","+",116111820,116133513,"BSPRY","B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]","9:116111820-116133513"
"ENSG00000148218",680.219,-0.282,0.049,-5.792,0,0,"9","-",116148596,116163613,"ALAD","aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]","9:116148596-116163613"
"ENSG00000138835",441.995,-0.779,0.057,-13.772,0,0,"9","+",116207010,116360018,"RGS3","regulator of G-protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]","9:116207010-116360018"
"ENSG00000136883",35.793,-0.386,0.145,-2.66,0.008,0.033,"9","-",116848405,116856197,"KIF12","kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495]","9:116848405-116856197"
"ENSG00000106948",276.562,0.46,0.06,7.65,0,0,"9","-",117096435,117156685,"AKNA","AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]","9:117096435-117156685"
"ENSG00000095397",424.468,1.042,0.077,13.505,0,0,"9","-",117164359,117265453,"DFNB31","deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:HGNC:16361]","9:117164359-117265453"
"ENSG00000136888",1569.47,0.367,0.038,9.676,0,0,"9","+",117350025,117360653,"ATP6V1G1","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]","9:117350025-117360653"
"ENSG00000157693",1545.734,1.122,0.038,29.399,0,0,"9","+",117373485,117406441,"C9orf91","chromosome 9 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:24513]","9:117373485-117406441"
"ENSG00000078725",6.226,-0.653,0.24,-2.718,0.007,0.028,"9","-",121915735,121971164,"BRINP1","bone morphogenetic protein/retinoic acid inducible neural-specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]","9:121915735-121971164"
"ENSG00000119402",1785.846,0.186,0.042,4.446,0,0,"9","-",123514255,123538933,"FBXW2","F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608]","9:123514255-123538933"
"ENSG00000095261",937.116,0.149,0.059,2.532,0.011,0.045,"9","-",123577773,123586796,"PSMD5","proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]","9:123577773-123586796"
"ENSG00000119403",1005.413,0.57,0.045,12.737,0,0,"9","-",123617976,123639606,"PHF19","PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]","9:123617976-123639606"
"ENSG00000119396",2138.284,0.254,0.046,5.539,0,0,"9","-",123940414,123964147,"RAB14","RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]","9:123940414-123964147"
"ENSG00000235865",288.317,0.17,0.066,2.588,0.01,0.039,"9","-",124043045,124047808,"GSN-AS1","GSN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23372]","9:124043045-124047808"
"ENSG00000148175",2084.291,1.111,0.05,22.345,0,0,"9","-",124101354,124132483,"STOM","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]","9:124101354-124132483"
"ENSG00000267987",170.83,1.079,0.094,11.509,0,0,"9","+",124103624,124110410,NA,NA,"9:124103624-124110410"
"ENSG00000136848",3662.183,1.185,0.048,24.514,0,0,"9","+",124329335,124522506,"DAB2IP","DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]","9:124329335-124522506"
"ENSG00000261534",4.416,-0.755,0.253,-2.981,0.003,0.014,"9","-",124577952,124581731,"RP11-244O19.1","","9:124577952-124581731"
"ENSG00000106852",57.568,0.945,0.115,8.237,0,0,"9","-",124964855,124989865,"LHX6","LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]","9:124964855-124989865"
"ENSG00000119446",389.772,0.388,0.056,6.985,0,0,"9","-",124999902,125027118,"RBM18","RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]","9:124999902-125027118"
"ENSG00000095303",7.821,1.612,0.243,6.645,0,0,"9","+",125132823,125154933,"PTGS1","prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:HGNC:9604]","9:125132823-125154933"
"ENSG00000233425",11.26,-0.847,0.205,-4.125,0,0,"9","+",125599835,125601099,"KRT18P67","keratin 18 pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:48894]","9:125599835-125601099"
"ENSG00000236901",192.599,0.545,0.103,5.31,0,0,"9","-",125871772,125877756,"MIR600HG","MIR600 host gene [Source:HGNC Symbol;Acc:HGNC:23642]","9:125871772-125877756"
"ENSG00000165209",831.829,0.387,0.047,8.314,0,0,"9","-",125871778,125884502,"STRBP","spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]","9:125871778-125884502"
"ENSG00000106689",59.416,-0.638,0.111,-5.726,0,0,"9","+",126763948,126777640,"LHX2","LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]","9:126763948-126777640"
"ENSG00000119408",851.089,0.387,0.052,7.376,0,0,"9","+",127019884,127115586,"NEK6","NIMA-related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]","9:127019884-127115586"
"ENSG00000148200",103.481,0.337,0.093,3.633,0,0.002,"9","-",127279553,127533556,"NR6A1","nuclear receptor subfamily 6 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7985]","9:127279553-127533556"
"ENSG00000224020",1.791,-0.803,0.264,-3.043,0.002,0.011,"9","+",127420745,127460910,"MIR181A2HG","MIR181A2 host gene [Source:HGNC Symbol;Acc:HGNC:37188]","9:127420745-127460910"
"ENSG00000136935",558.534,-0.255,0.058,-4.429,0,0,"9","-",127640645,127703378,"GOLGA1","golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424]","9:127640645-127703378"
"ENSG00000119414",1300.288,0.147,0.048,3.024,0.002,0.012,"9","-",127908851,127952097,"PPP6C","protein phosphatase 6, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]","9:127908851-127952097"
"ENSG00000167081",333.858,-0.32,0.063,-5.097,0,0,"9","+",128509623,128729656,"PBX3","pre-B-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]","9:128509623-128729656"
"ENSG00000196814",230.846,0.408,0.082,4.959,0,0,"9","+",129089127,129269320,"MVB12B","multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]","9:129089127-129269320"
"ENSG00000136944",120.387,-1.391,0.083,-16.768,0,0,"9","+",129376721,129458730,"LMX1B","LIM homeobox transcription factor 1, beta [Source:HGNC Symbol;Acc:HGNC:6654]","9:129376721-129458730"
"ENSG00000169155",321.128,0.413,0.079,5.214,0,0,"9","+",129567284,129600489,"ZBTB43","zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]","9:129567284-129600489"
"ENSG00000136828",291.103,-0.208,0.061,-3.433,0.001,0.003,"9","+",129677052,129985443,"RALGPS1","Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]","9:129677052-129985443"
"ENSG00000136856",338.554,0.345,0.072,4.767,0,0,"9","+",130159420,130170177,"SLC2A8","solute carrier family 2 (facilitated glucose transporter), member 8 [Source:HGNC Symbol;Acc:HGNC:13812]","9:130159420-130170177"
"ENSG00000136830",3167.151,0.426,0.047,9.126,0,0,"9","-",130267617,130341268,"FAM129B","family with sequence similarity 129 member B [Source:HGNC Symbol;Acc:HGNC:25282]","9:130267617-130341268"
"ENSG00000160404",337.706,-0.188,0.058,-3.26,0.001,0.006,"9","-",130493802,130497571,"TOR2A","torsin family 2, member A [Source:HGNC Symbol;Acc:HGNC:11996]","9:130493802-130497571"
"ENSG00000136877",422.147,-0.274,0.075,-3.655,0,0.002,"9","+",130556875,130569961,"FPGS","folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]","9:130556875-130569961"
"ENSG00000106991",334.526,-0.336,0.052,-6.454,0,0,"9","-",130577290,130617035,"ENG","endoglin [Source:HGNC Symbol;Acc:HGNC:3349]","9:130577290-130617035"
"ENSG00000225032",107.008,-0.343,0.089,-3.84,0,0.001,"9","+",130578344,130584799,"RP11-228B15.4","","9:130578344-130584799"
"ENSG00000160408",184.911,-0.278,0.077,-3.628,0,0.002,"9","-",130647599,130661932,"ST6GALNAC6","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]","9:130647599-130661932"
"ENSG00000171169",105.259,-0.289,0.085,-3.393,0.001,0.004,"9","-",130823511,130826021,"NAIF1","nuclear apoptosis inducing factor 1 [Source:HGNC Symbol;Acc:HGNC:25446]","9:130823511-130826021"
"ENSG00000148339",520.223,1.474,0.057,25.87,0,0,"9","+",130830479,130871523,"SLC25A25","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25 [Source:HGNC Symbol;Acc:HGNC:20663]","9:130830479-130871523"
"ENSG00000269988",88.186,1.025,0.105,9.765,0,0,"9","-",130870859,130871604,NA,NA,"9:130870859-130871604"
"ENSG00000148337",1652.448,-0.154,0.043,-3.595,0,0.002,"9","-",130928342,130931740,"CIZ1","CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]","9:130928342-130931740"
"ENSG00000167114",420.67,-0.222,0.058,-3.835,0,0.001,"9","+",131102924,131123496,"SLC27A4","solute carrier family 27 (fatty acid transporter), member 4 [Source:HGNC Symbol;Acc:HGNC:10998]","9:131102924-131123496"
"ENSG00000136811",937.268,-0.222,0.036,-6.199,0,0,"9","+",131217464,131233625,"ODF2","outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]","9:131217464-131233625"
"ENSG00000197694",3113.804,-0.517,0.036,-14.523,0,0,"9","+",131314865,131395938,"SPTAN1","spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]","9:131314865-131395938"
"ENSG00000160447",314.738,-0.307,0.064,-4.77,0,0,"9","+",131464801,131483197,"PKN3","protein kinase N3 [Source:HGNC Symbol;Acc:HGNC:17999]","9:131464801-131483197"
"ENSG00000160445",1117.083,-0.222,0.041,-5.467,0,0,"9","-",131492064,131534172,"ZER1","zyg-11 related, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]","9:131492064-131534172"
"ENSG00000107021",488.694,-0.147,0.057,-2.608,0.009,0.037,"9","+",131549482,131572711,"TBC1D13","TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]","9:131549482-131572711"
"ENSG00000136802",533.346,0.318,0.056,5.721,0,0,"9","+",131644390,131680318,"LRRC8A","leucine-rich repeat containing 8 family member A [Source:HGNC Symbol;Acc:HGNC:19027]","9:131644390-131680318"
"ENSG00000148343",1087.158,0.445,0.071,6.287,0,0,"9","+",131798899,131804679,"FAM73B","family with sequence similarity 73 member B [Source:HGNC Symbol;Acc:HGNC:23621]","9:131798899-131804679"
"ENSG00000095321",2116.191,0.165,0.053,3.116,0.002,0.009,"9","-",131857088,131873083,"CRAT","carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]","9:131857088-131873083"
"ENSG00000188483",378.309,1.803,0.085,21.088,0,0,"9","-",131937834,131940540,"IER5L","immediate early response 5-like [Source:HGNC Symbol;Acc:HGNC:23679]","9:131937834-131940540"
"ENSG00000268050",21.456,1.578,0.186,8.463,0,0,"9","+",131938085,131939854,"RP11-247A12.8","","9:131938085-131939854"
"ENSG00000204055",109.168,1.629,0.11,14.749,0,0,"9","+",131939049,131972827,"RP11-247A12.2","","9:131939049-131972827"
"ENSG00000204054",307.049,0.181,0.057,3.191,0.001,0.007,"9","+",132245729,132266553,"LINC00963","long intergenic non-protein coding RNA 963 [Source:HGNC Symbol;Acc:HGNC:48716]","9:132245729-132266553"
"ENSG00000148331",354.193,0.15,0.051,2.938,0.003,0.015,"9","-",132399170,132404403,"ASB6","ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181]","9:132399170-132404403"
"ENSG00000167157",16.271,-0.484,0.184,-2.631,0.009,0.035,"9","+",132427919,132484875,"PRRX2","paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]","9:132427919-132484875"
"ENSG00000187239",763.15,-0.325,0.046,-7.122,0,0,"9","-",132649465,132805441,"FNBP1","formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]","9:132649465-132805441"
"ENSG00000107130",438.561,-0.237,0.053,-4.438,0,0,"9","+",132934856,132999583,"NCS1","neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]","9:132934856-132999583"
"ENSG00000130707",1854.05,-0.214,0.056,-3.795,0,0.001,"9","+",133320315,133376661,"ASS1","argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]","9:133320315-133376661"
"ENSG00000097007",922.871,-0.154,0.054,-2.858,0.004,0.019,"9","+",133589332,133761070,"ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]","9:133589332-133761070"
"ENSG00000126883",1168.88,-0.15,0.043,-3.537,0,0.002,"9","+",134000947,134110057,"NUP214","nucleoporin 214kDa [Source:HGNC Symbol;Acc:HGNC:8064]","9:134000947-134110057"
"ENSG00000126882",30.533,-0.461,0.138,-3.327,0.001,0.005,"9","-",134133462,134140102,"FAM78A","family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]","9:134133462-134140102"
"ENSG00000130723",5928.421,0.346,0.045,7.738,0,0,"9","+",134269479,134375584,"PRRC2B","proline-rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]","9:134269479-134375584"
"ENSG00000176868",384.312,0.351,0.087,4.022,0,0,"9","-",134374795,134375537,"RP11-334J6.7","","9:134374795-134375537"
"ENSG00000130714",1043.05,0.156,0.051,3.042,0.002,0.011,"9","+",134378288,134399193,"POMT1","protein-O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]","9:134378288-134399193"
"ENSG00000130717",699.653,0.285,0.046,6.193,0,0,"9","-",134399187,134406566,"UCK1","uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]","9:134399187-134406566"
"ENSG00000125485",818.438,0.271,0.045,6.064,0,0,"9","-",135468383,135487700,"DDX31","DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 [Source:HGNC Symbol;Acc:HGNC:16715]","9:135468383-135487700"
"ENSG00000125484",1510.587,0.43,0.054,8.021,0,0,"9","+",135545421,135554697,"GTF3C4","general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]","9:135545421-135554697"
"ENSG00000165698",162.865,-0.261,0.072,-3.653,0,0.002,"9","+",135753413,135765418,"C9orf9","chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:HGNC:1367]","9:135753413-135765418"
"ENSG00000165699",690.223,-0.248,0.056,-4.397,0,0,"9","-",135766734,135820008,"TSC1","tuberous sclerosis 1 [Source:HGNC Symbol;Acc:HGNC:12362]","9:135766734-135820008"
"ENSG00000160271",507.369,-0.275,0.06,-4.587,0,0,"9","-",135973106,135984179,"RALGDS","ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]","9:135973106-135984179"
"ENSG00000160325",431.226,-0.412,0.076,-5.462,0,0,"9","+",136325088,136335970,"CACFD1","calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]","9:136325088-136335970"
"ENSG00000160326",317.148,-0.403,0.077,-5.268,0,0,"9","-",136336216,136344218,"SLC2A6","solute carrier family 2 (facilitated glucose transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11011]","9:136336216-136344218"
"ENSG00000169925",705.882,0.402,0.054,7.491,0,0,"9","-",136895426,136933139,"BRD3","bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]","9:136895426-136933139"
"ENSG00000196363",1310.842,0.189,0.036,5.234,0,0,"9","+",137000486,137005912,"WDR5","WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]","9:137000486-137005912"
"ENSG00000130558",816.451,-0.399,0.049,-8.127,0,0,"9","+",137967267,137969237,"OLFM1","olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]","9:137967267-137969237"
"ENSG00000196422",408.775,-0.456,0.048,-9.557,0,0,"9","+",138370924,138380739,"PPP1R26","protein phosphatase 1 regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089]","9:138370924-138380739"
"ENSG00000160345",127.375,-0.281,0.079,-3.548,0,0.002,"9","-",138387026,138391718,"C9orf116","chromosome 9 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28435]","9:138387026-138391718"
"ENSG00000130559",1237.814,1.431,0.049,29.359,0,0,"9","-",138700332,138799070,"CAMSAP1","calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]","9:138700332-138799070"
"ENSG00000130560",397.848,0.136,0.05,2.726,0.006,0.028,"9","-",138824814,138853226,"UBAC1","UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]","9:138824814-138853226"
"ENSG00000148411",577.789,-0.614,0.065,-9.442,0,0,"9","-",138898382,138942426,"NACC2","NACC family member 2, BEN and BTB (POZ) domain containing [Source:HGNC Symbol;Acc:HGNC:23846]","9:138898382-138942426"
"ENSG00000165661",361.978,0.262,0.051,5.158,0,0,"9","-",139098178,139137687,"QSOX2","quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]","9:139098178-139137687"
"ENSG00000160360",557.305,-0.186,0.071,-2.62,0.009,0.036,"9","+",139221931,139236288,"GPSM1","G-protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:17858]","9:139221931-139236288"
"ENSG00000187796",136.643,-0.781,0.106,-7.385,0,0,"9","-",139256354,139268096,"CARD9","caspase recruitment domain family member 9 [Source:HGNC Symbol;Acc:HGNC:16391]","9:139256354-139268096"
"ENSG00000165689",1032.23,0.42,0.046,9.2,0,0,"9","-",139296376,139304979,"SDCCAG3","serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:HGNC:10667]","9:139296376-139304979"
"ENSG00000165688",1496.233,0.152,0.044,3.452,0.001,0.003,"9","+",139305109,139311007,"PMPCA","peptidase (mitochondrial processing) alpha [Source:HGNC Symbol;Acc:HGNC:18667]","9:139305109-139311007"
"ENSG00000148384",437.143,-0.308,0.073,-4.224,0,0,"9","-",139323070,139334274,"INPP5E","inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]","9:139323070-139334274"
"ENSG00000148396",2686.187,-0.256,0.039,-6.51,0,0,"9","-",139334548,139372141,"SEC16A","SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]","9:139334548-139372141"
"ENSG00000196366",40.335,-0.557,0.124,-4.485,0,0,"9","+",139377946,139380518,"C9orf163","chromosome 9 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]","9:139377946-139380518"
"ENSG00000148400",406.296,-0.734,0.058,-12.598,0,0,"9","-",139388895,139440314,"NOTCH1","notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]","9:139388895-139440314"
"ENSG00000237886",69.481,-0.474,0.108,-4.368,0,0,"9","+",139440663,139443901,"NALT1","NOTCH1 associated lncRNA in T-cell acute lymphoblastic leukemia 1 [Source:HGNC Symbol;Acc:HGNC:51192]","9:139440663-139443901"
"ENSG00000169692",316.481,-0.42,0.084,-5.005,0,0,"9","-",139567594,139581850,"AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]","9:139567594-139581850"
"ENSG00000232434",160.864,-0.709,0.092,-7.672,0,0,"9","+",139738866,139741797,"C9orf172","chromosome 9 open reading frame 172 [Source:HGNC Symbol;Acc:HGNC:37284]","9:139738866-139741797"
"ENSG00000127191",434.833,-0.256,0.068,-3.792,0,0.001,"9","+",139776363,139802670,"TRAF2","TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]","9:139776363-139802670"
"ENSG00000169583",1442.881,-0.385,0.085,-4.519,0,0,"9","-",139889086,139890199,"CLIC3","chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]","9:139889086-139890199"
