"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000253250",243.978,-0.218,0.058,-3.791,0,0.008,"8","-",91970864,91997485,"C8orf88","chromosome 8 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:44672]","8:91970864-91997485"
"ENSG00000253738",429.487,-0.216,0.055,-3.966,0,0.004,"8","-",92072136,92082351,"OTUD6B-AS1","OTUD6B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50466]","8:92072136-92082351"
"ENSG00000155100",812.359,-0.222,0.053,-4.185,0,0.002,"8","+",92082423,92099323,"OTUD6B","OTU domain containing 6B [Source:HGNC Symbol;Acc:HGNC:24281]","8:92082423-92099323"
"ENSG00000156170",305.218,0.233,0.058,3.98,0,0.004,"8","+",95907994,96059318,"NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]","8:95907994-96059318"
"ENSG00000164938",1174.826,0.317,0.076,4.16,0,0.002,"8","-",95938199,95961594,"TP53INP1","tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]","8:95938199-95961594"
"ENSG00000245080",5.237,0.209,0.057,3.667,0,0.013,"8","-",96079035,96085148,"RP11-320N21.1","","8:96079035-96085148"
"ENSG00000175895",1457.352,0.552,0.056,9.892,0,0,"8","+",96146031,96168912,"PLEKHF2","pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]","8:96146031-96168912"
"ENSG00000180543",1428.826,0.142,0.038,3.699,0,0.011,"8","-",98285716,98290176,"TSPYL5","TSPY-like 5 [Source:HGNC Symbol;Acc:HGNC:29367]","8:98285716-98290176"
"ENSG00000254024",74.6,0.294,0.077,3.814,0,0.008,"8","-",102473404,102504727,"KB-1562D12.1","","8:102473404-102504727"
"ENSG00000083307",4126.71,0.364,0.062,5.83,0,0,"8","+",102504659,102681954,"GRHL2","grainyhead-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]","8:102504659-102681954"
"ENSG00000147642",295.828,1.125,0.059,19.07,0,0,"8","-",110586206,110661065,"SYBU","syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]","8:110586206-110661065"
"ENSG00000170873",589.833,0.256,0.068,3.775,0,0.009,"8","-",125563030,125740259,"MTSS1","metastasis suppressor 1 [Source:HGNC Symbol;Acc:HGNC:20443]","8:125563030-125740259"
"ENSG00000104419",427.635,0.615,0.074,8.305,0,0,"8","-",134249413,134309480,"NDRG1","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]","8:134249413-134309480"
"ENSG00000198576",60.085,0.279,0.077,3.627,0,0.014,"8","-",143692404,143696833,"ARC","activity-regulated cytoskeleton-associated protein [Source:HGNC Symbol;Acc:HGNC:648]","8:143692404-143696833"
"ENSG00000234616",1034.554,0.327,0.054,6.03,0,0,"8","-",143738873,143747939,"JRK","Jrk helix-turn-helix protein [Source:HGNC Symbol;Acc:HGNC:6199]","8:143738873-143747939"
"ENSG00000167653",267.858,1.189,0.076,15.752,0,0,"8","+",143751725,143763334,"PSCA","prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]","8:143751725-143763334"
"ENSG00000130193",1658.351,0.252,0.062,4.08,0,0.003,"8","+",143808620,143818345,"THEM6","thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]","8:143808620-143818345"
"ENSG00000178719",4737.219,0.209,0.057,3.642,0,0.014,"8","+",145064225,145067583,"GRINA","glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:HGNC Symbol;Acc:HGNC:4589]","8:145064225-145067583"
"ENSG00000107104",280.984,0.421,0.069,6.053,0,0,"9","+",470290,746105,"KANK1","KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:19309]","9:470290-746105"
"ENSG00000120158",721.579,0.162,0.05,3.267,0.001,0.044,"9","+",4792868,4861064,"RCL1","RNA terminal phosphate cyclase-like 1 [Source:HGNC Symbol;Acc:HGNC:17687]","9:4792868-4861064"
"ENSG00000096968",795.123,0.187,0.049,3.775,0,0.009,"9","+",4985032,5022065,"JAK2","Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]","9:4985032-5022065"
"ENSG00000086062",2763.971,0.235,0.068,3.475,0.001,0.023,"9","-",33104079,33167354,"B4GALT1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:924]","9:33104079-33167354"
"ENSG00000231991",887.803,0.145,0.042,3.483,0,0.023,"9","+",33624222,33625532,"ANXA2P2","annexin A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:539]","9:33624222-33625532"
"ENSG00000107338",196.054,0.269,0.059,4.577,0,0,"9","-",37919130,38069208,"SHB","Src homology 2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]","9:37919130-38069208"
"ENSG00000119138",1242.966,0.42,0.077,5.431,0,0,"9","-",72999502,73029540,"KLF9","Kruppel-like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]","9:72999502-73029540"
"ENSG00000106733",118.008,-0.218,0.066,-3.29,0.001,0.041,"9","-",77675488,77703106,"NMRK1","nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]","9:77675488-77703106"
"ENSG00000187210",671.479,0.189,0.059,3.227,0.001,0.049,"9","+",79034751,79118584,"GCNT1","glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:HGNC:4203]","9:79034751-79118584"
"ENSG00000165030",207.349,-0.198,0.06,-3.283,0.001,0.042,"9","-",94171326,94186144,"NFIL3","nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]","9:94171326-94186144"
"ENSG00000185963",1072.344,0.22,0.05,4.435,0,0.001,"9","-",95473644,95527094,"BICD2","bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17208]","9:95473644-95527094"
"ENSG00000185920",50.549,0.339,0.076,4.452,0,0.001,"9","-",98205261,98270943,"PTCH1","patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]","9:98205261-98270943"
"ENSG00000106789",389.596,0.244,0.069,3.542,0,0.019,"9","-",100883256,100935166,"CORO2A","coronin, actin binding protein, 2A [Source:HGNC Symbol;Acc:HGNC:2255]","9:100883256-100935166"
"ENSG00000119508",164.054,-0.35,0.063,-5.518,0,0,"9","+",102584136,102596341,"NR4A3","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]","9:102584136-102596341"
"ENSG00000136870",238.637,0.198,0.054,3.66,0,0.013,"9","+",104161154,104172942,"ZNF189","zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]","9:104161154-104172942"
"ENSG00000136826",1705.421,0.327,0.058,5.678,0,0,"9","-",110247132,110250728,"KLF4","Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:HGNC:6348]","9:110247132-110250728"
"ENSG00000148175",1724.175,0.315,0.076,4.129,0,0.002,"9","-",124101354,124132483,"STOM","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]","9:124101354-124132483"
"ENSG00000267987",166.607,0.377,0.074,5.068,0,0,"9","+",124103624,124110410,NA,NA,"9:124103624-124110410"
"ENSG00000169155",460.025,0.219,0.062,3.543,0,0.019,"9","+",129567284,129600489,"ZBTB43","zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]","9:129567284-129600489"
"ENSG00000095321",192.308,0.305,0.064,4.731,0,0,"9","-",131857088,131873083,"CRAT","carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]","9:131857088-131873083"
"ENSG00000176058",854.278,0.276,0.062,4.48,0,0.001,"9","-",140086068,140094557,"TPRN","taperin [Source:HGNC Symbol;Acc:HGNC:26894]","9:140086068-140094557"
"ENSG00000165724",681.607,0.253,0.049,5.153,0,0,"9","-",140476530,140484942,"ZMYND19","zinc finger, MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]","9:140476530-140484942"
"ENSG00000197070",2676.924,0.321,0.055,5.837,0,0,"9","+",140500105,140509810,"ARRDC1","arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]","9:140500105-140509810"
"ENSG00000067082",1207.686,0.365,0.075,4.865,0,0,"10","-",3818187,3822409,"KLF6","Kruppel-like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]","10:3818187-3822409"
"ENSG00000173848",4932.045,0.277,0.077,3.599,0,0.016,"10","+",5454513,5500426,"NET1","neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]","10:5454513-5500426"
"ENSG00000178372",281.727,0.449,0.062,7.2,0,0,"10","-",5540657,5541533,"CALML5","calmodulin like 5 [Source:HGNC Symbol;Acc:HGNC:18180]","10:5540657-5541533"
"ENSG00000205488",34.118,0.236,0.07,3.4,0.001,0.03,"10","-",5556206,5565140,"CALML3-AS1","CALML3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44682]","10:5556206-5565140"
"ENSG00000170525",949.952,0.289,0.043,6.687,0,0,"10","+",6186880,6277494,"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]","10:6186880-6277494"
"ENSG00000198879",95.411,0.356,0.075,4.758,0,0,"10","-",7200585,7451303,"SFMBT2","Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]","10:7200585-7451303"
"ENSG00000150051",19.726,-0.367,0.075,-4.892,0,0,"10","-",27961803,28034989,"MKX","mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]","10:27961803-28034989"
"ENSG00000229644",425.995,0.189,0.057,3.323,0.001,0.037,"10","-",36810648,36813162,"NAMPTP1","nicotinamide phosphoribosyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17633]","10:36810648-36813162"
"ENSG00000165507",16.088,0.561,0.072,7.794,0,0,"10","-",45466428,45474238,"C10orf10","chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]","10:45466428-45474238"
"ENSG00000198964",713.903,0.274,0.049,5.58,0,0,"10","-",52065359,52383743,"SGMS1","sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]","10:52065359-52383743"
"ENSG00000072422",158.939,0.279,0.068,4.078,0,0.003,"10","-",62629195,62704005,"RHOBTB1","Rho-related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738]","10:62629195-62704005"
"ENSG00000196932",180.33,-0.268,0.072,-3.737,0,0.01,"10","-",63166400,63212996,"TMEM26","transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]","10:63166400-63212996"
"ENSG00000138347",25.891,0.355,0.077,4.602,0,0,"10","+",69865911,69971456,"MYPN","myopalladin [Source:HGNC Symbol;Acc:HGNC:23246]","10:69865911-69971456"
"ENSG00000166348",317.154,0.187,0.057,3.292,0.001,0.041,"10","-",75257295,75290589,"USP54","ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513]","10:75257295-75290589"
"ENSG00000166317",41.317,0.294,0.077,3.833,0,0.007,"10","-",75404638,75410787,"SYNPO2L","synaptopodin 2-like [Source:HGNC Symbol;Acc:HGNC:23532]","10:75404638-75410787"
"ENSG00000228748",872.913,0.554,0.06,9.157,0,0,"10","+",79542623,79552934,"RP13-39P12.3","","10:79542623-79552934"
"ENSG00000151208",3705.301,0.549,0.056,9.825,0,0,"10","-",79550548,79589200,"DLG5","discs, large homolog 5 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2904]","10:79550548-79589200"
"ENSG00000204049",45.359,0.501,0.076,6.575,0,0,"10","+",79626632,79629368,"RP11-126H7.4","","10:79626632-79629368"
"ENSG00000108219",1213.279,0.221,0.046,4.836,0,0,"10","+",82213921,82292879,"TSPAN14","tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]","10:82213921-82292879"
"ENSG00000152766",10.568,0.333,0.068,4.887,0,0,"10","-",90581888,90611575,"ANKRD22","ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]","10:90581888-90611575"
"ENSG00000107438",839.758,0.176,0.036,4.943,0,0,"10","-",96997328,97050781,"PDLIM1","PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]","10:96997328-97050781"
"ENSG00000196233",563.957,0.242,0.073,3.339,0.001,0.036,"10","+",98592016,98724188,"LCOR","ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]","10:98592016-98724188"
"ENSG00000181274",564.017,0.303,0.059,5.158,0,0,"10","-",99092254,99094458,"FRAT2","frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:HGNC:16048]","10:99092254-99094458"
"ENSG00000107954",102.902,0.527,0.073,7.19,0,0,"10","+",105253735,105352309,"NEURL1","neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]","10:105253735-105352309"
"ENSG00000138166",109.234,0.245,0.069,3.54,0,0.019,"10","+",112257595,112271302,"DUSP5","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]","10:112257595-112271302"
"ENSG00000043591",45.683,0.523,0.076,6.883,0,0,"10","+",115803805,115806667,"ADRB1","adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]","10:115803805-115806667"
"ENSG00000169129",121.402,0.268,0.075,3.555,0,0.018,"10","-",116054582,116164244,"AFAP1L2","actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]","10:116054582-116164244"
"ENSG00000151929",3888.969,0.263,0.056,4.677,0,0,"10","+",121410881,121437331,"BAG3","BCL2 associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]","10:121410881-121437331"
"ENSG00000188620",7.343,0.206,0.06,3.43,0.001,0.027,"10","+",124895477,124897257,"HMX3","H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]","10:124895477-124897257"
"ENSG00000154473",2913.943,0.277,0.055,5.012,0,0,"10","+",124913792,124924886,"BUB3","BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]","10:124913792-124924886"
"ENSG00000132334",180.163,0.223,0.058,3.814,0,0.008,"10","+",129705324,129884119,"PTPRE","protein tyrosine phosphatase, receptor type, E [Source:HGNC Symbol;Acc:HGNC:9669]","10:129705324-129884119"
"ENSG00000175356",2338.929,0.205,0.057,3.574,0,0.017,"11","-",9041070,9113150,"SCUBE2","signal peptide, CUB domain, EGF-like 2 [Source:HGNC Symbol;Acc:HGNC:30425]","11:9041070-9113150"
"ENSG00000166483",693.42,0.274,0.056,4.895,0,0,"11","+",9595227,9610754,"WEE1","WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]","11:9595227-9610754"
"ENSG00000133816",387.585,0.472,0.057,8.293,0,0,"11","+",12115542,12284466,"MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]","11:12115542-12284466"
"ENSG00000254680",31.923,0.347,0.077,4.484,0,0.001,"11","-",12282972,12284720,"RP11-265D17.2","","11:12282972-12284720"
"ENSG00000187486",209.542,0.735,0.07,10.435,0,0,"11","-",17407405,17410206,"KCNJ11","potassium channel, inwardly rectifying subfamily J, member 11 [Source:HGNC Symbol;Acc:HGNC:6257]","11:17407405-17410206"
"ENSG00000006071",18.045,0.313,0.074,4.206,0,0.002,"11","-",17414431,17417327,"ABCC8","ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]","11:17414431-17417327"
"ENSG00000166833",227.674,0.254,0.072,3.512,0,0.021,"11","+",19372270,20143144,"NAV2","neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]","11:19372270-20143144"
"ENSG00000135378",355.772,0.216,0.059,3.649,0,0.013,"11","+",32851488,32879669,"PRRG4","proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30799]","11:32851488-32879669"
"ENSG00000085063",2039.655,0.418,0.046,9.088,0,0,"11","-",33719806,33744002,"CD59","CD59 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:HGNC:1689]","11:33719806-33744002"
"ENSG00000166016",295.935,-0.208,0.06,-3.478,0.001,0.023,"11","-",34172534,34379555,"ABTB2","ankyrin repeat and BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]","11:34172534-34379555"
"ENSG00000026508",534.369,0.217,0.065,3.323,0.001,0.037,"11","+",35160416,35253949,"CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","11:35160416-35253949"
"ENSG00000179241",270.639,0.222,0.063,3.545,0,0.019,"11","+",35965530,36251817,"LDLRAD3","low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]","11:35965530-36251817"
"ENSG00000121671",887.048,0.637,0.043,14.855,0,0,"11","+",45868668,45902784,"CRY2","cryptochrome circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:2385]","11:45868668-45902784"
"ENSG00000149177",539.044,0.381,0.062,6.156,0,0,"11","+",48002112,48189670,"PTPRJ","protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:HGNC:9673]","11:48002112-48189670"
"ENSG00000134780",283.505,0.529,0.06,8.888,0,0,"11","+",61447904,61514473,"DAGLA","diacylglycerol lipase, alpha [Source:HGNC Symbol;Acc:HGNC:1165]","11:61447904-61514473"
"ENSG00000162298",996.802,0.167,0.049,3.398,0.001,0.03,"11","-",64889251,64897458,"SYVN1","synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]","11:64889251-64897458"
"ENSG00000254429",44.035,0.596,0.077,7.733,0,0,"11","+",74971170,74972069,"CTD-2562J17.7","","11:74971170-74972069"
"ENSG00000137486",623.878,0.911,0.052,17.466,0,0,"11","-",74975225,75062749,"ARRB1","arrestin, beta 1 [Source:HGNC Symbol;Acc:HGNC:711]","11:74975225-75062749"
"ENSG00000254963",27.815,0.532,0.077,6.934,0,0,"11","+",74975332,74976214,"CTD-2562J17.9","","11:74975332-74976214"
"ENSG00000150676",60.493,-0.242,0.075,-3.227,0.001,0.049,"11","+",85566143,85631064,"CCDC83","coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:HGNC:28535]","11:85566143-85631064"
"ENSG00000165895",77.967,0.437,0.077,5.699,0,0,"11","+",100558383,100862668,"ARHGAP42","Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]","11:100558383-100862668"
"ENSG00000170647",10.05,0.223,0.068,3.283,0.001,0.042,"11","+",100862810,100864663,"TMEM133","transmembrane protein 133 [Source:HGNC Symbol;Acc:HGNC:24033]","11:100862810-100864663"
"ENSG00000110318",85.116,0.293,0.077,3.82,0,0.007,"11","+",101785745,101871789,"CEP126","centrosomal protein 126kDa [Source:HGNC Symbol;Acc:HGNC:29264]","11:101785745-101871789"
"ENSG00000023445",16.532,0.319,0.071,4.486,0,0.001,"11","+",102188214,102192973,"BIRC3","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","11:102188214-102192973"
"ENSG00000019144",281.767,-0.247,0.053,-4.656,0,0,"11","+",118477154,118528741,"PHLDB1","pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:HGNC:23697]","11:118477154-118528741"
"ENSG00000110080",473.178,0.222,0.063,3.551,0,0.019,"11","+",126225534,126276921,"ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]","11:126225534-126276921"
"ENSG00000008323",368.315,0.417,0.056,7.517,0,0,"12","+",6419601,6437671,"PLEKHG6","pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]","12:6419601-6437671"
"ENSG00000060140",37.988,0.296,0.077,3.847,0,0.007,"12","-",10771537,10826891,"STYK1","serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]","12:10771537-10826891"
"ENSG00000013588",5656.672,0.311,0.065,4.753,0,0,"12","+",13043715,13070871,"GPRC5A","G protein-coupled receptor, class C, group 5, member A [Source:HGNC Symbol;Acc:HGNC:9836]","12:13043715-13070871"
"ENSG00000134531",147.257,0.869,0.076,11.495,0,0,"12","+",13349649,13369708,"EMP1","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]","12:13349649-13369708"
"ENSG00000139132",388.463,0.48,0.061,7.821,0,0,"12","+",32552462,32793467,"FGD4","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]","12:32552462-32793467"
"ENSG00000057294",339.369,0.264,0.049,5.348,0,0,"12","-",32943678,33049774,"PKP2","plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]","12:32943678-33049774"
"ENSG00000110975",145.3,-0.254,0.064,-3.959,0,0.004,"12","-",33527172,33592754,"SYT10","synaptotagmin 10 [Source:HGNC Symbol;Acc:HGNC:19266]","12:33527172-33592754"
"ENSG00000139116",965.448,-0.228,0.046,-4.93,0,0,"12","-",39687029,39706628,"KIF21A","kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]","12:39687029-39706628"
"ENSG00000139174",41.099,0.67,0.077,8.743,0,0,"12","-",42852139,42877797,"PRICKLE1","prickle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17019]","12:42852139-42877797"
"ENSG00000257225",19.258,0.357,0.075,4.732,0,0,"12","+",42853167,42859930,"RP11-328C8.4","","12:42853167-42859930"
"ENSG00000134294",9025.87,0.327,0.066,4.989,0,0,"12","-",46751971,46766650,"SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]","12:46751971-46766650"
"ENSG00000139211",287.428,-0.669,0.075,-8.906,0,0,"12","-",47469489,47473648,"AMIGO2","adhesion molecule with Ig-like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","12:47469489-47473648"
"ENSG00000111424",233.563,0.341,0.071,4.795,0,0,"12","-",48235319,48336831,"VDR","vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:HGNC:12679]","12:48235319-48336831"
"ENSG00000161791",238.212,-0.179,0.055,-3.245,0.001,0.047,"12","-",50031723,50101197,"FMNL3","formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]","12:50031723-50101197"
"ENSG00000185432",175.809,0.223,0.065,3.411,0.001,0.029,"12","+",51317254,51326293,"METTL7A","methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]","12:51317254-51326293"
"ENSG00000135392",1146.523,0.129,0.037,3.499,0,0.022,"12","-",56214743,56224565,"DNAJC14","DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]","12:56214743-56224565"
"ENSG00000182796",395.002,0.307,0.073,4.225,0,0.002,"12","+",56223528,56230028,"TMEM198B","transmembrane protein 198B, pseudogene [Source:HGNC Symbol;Acc:HGNC:43629]","12:56223528-56230028"
"ENSG00000170473",809.395,0.261,0.043,6.016,0,0,"12","-",56295196,56321697,"PYM1","PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]","12:56295196-56321697"
"ENSG00000065357",361.971,0.501,0.06,8.405,0,0,"12","+",56321102,56331227,"DGKA","diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]","12:56321102-56331227"
"ENSG00000166886",1387.834,-0.232,0.059,-3.94,0,0.005,"12","+",57482676,57489259,"NAB2","NGFI-A binding protein 2 (EGR1 binding protein 2) [Source:HGNC Symbol;Acc:HGNC:7627]","12:57482676-57489259"
"ENSG00000111110",1410.425,0.257,0.06,4.27,0,0.001,"12","-",63037761,63328817,"PPM1H","protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]","12:63037761-63328817"
"ENSG00000196935",512.49,0.532,0.07,7.642,0,0,"12","+",64238072,64541613,"SRGAP1","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]","12:64238072-64541613"
"ENSG00000255817",5.138,0.182,0.055,3.298,0.001,0.04,"12","-",64502542,64514269,"RP11-196H14.4","","12:64502542-64514269"
"ENSG00000255629",24.285,0.296,0.077,3.87,0,0.006,"12","-",64540167,64541637,"RP11-196H14.3","","12:64540167-64541637"
"ENSG00000139289",1049.807,-0.547,0.067,-8.182,0,0,"12","-",76419226,76425384,"PHLDA1","pleckstrin homology-like domain, family A, member 1 [Source:HGNC Symbol;Acc:HGNC:8933]","12:76419226-76425384"
"ENSG00000257453",257.757,-0.519,0.071,-7.268,0,0,"12","+",76424273,76425158,"RP11-290L1.3","","12:76424273-76425158"
"ENSG00000179104",233.925,0.383,0.071,5.361,0,0,"12","+",83080658,83380352,"TMTC2","transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:25440]","12:83080658-83380352"
"ENSG00000070961",1005.511,0.189,0.058,3.256,0.001,0.045,"12","-",89981827,90049844,"ATP2B1","ATPase, Ca++ transporting, plasma membrane 1 [Source:HGNC Symbol;Acc:HGNC:814]","12:89981827-90049844"
"ENSG00000246985",105.291,0.284,0.074,3.856,0,0.007,"12","-",93936238,93965544,"SOCS2-AS1","SOCS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27054]","12:93936238-93965544"
"ENSG00000120833",711.169,0.514,0.052,9.789,0,0,"12","+",93963589,93970521,"SOCS2","suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]","12:93963589-93970521"
"ENSG00000139352",135.682,-0.544,0.073,-7.48,0,0,"12","+",103351463,103354294,"ASCL1","achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738]","12:103351463-103354294"
"ENSG00000171310",65.802,0.506,0.077,6.537,0,0,"12","+",104849072,104850774,"CHST11","carbohydrate (chondroitin 4) sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]","12:104849072-104850774"
"ENSG00000136052",168.664,0.32,0.066,4.86,0,0,"12","-",105196330,105322433,"SLC41A2","solute carrier family 41 (magnesium transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:31045]","12:105196330-105322433"
"ENSG00000111344",366.58,0.159,0.048,3.299,0.001,0.04,"12","-",113536623,113574029,"RASAL1","RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:HGNC:9873]","12:113536623-113574029"
"ENSG00000188735",1196.291,-0.164,0.048,-3.427,0.001,0.027,"12","+",122150657,122216862,"TMEM120B","transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]","12:122150657-122216862"
"ENSG00000139725",805.412,-0.186,0.054,-3.438,0.001,0.026,"12","-",122215663,122232168,"RHOF","ras homolog family member F (in filopodia) [Source:HGNC Symbol;Acc:HGNC:15703]","12:122215663-122232168"
"ENSG00000127863",12.799,0.245,0.071,3.455,0.001,0.025,"13","+",24144508,24249028,"TNFRSF19","tumor necrosis factor receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]","13:24144508-24249028"
"ENSG00000180730",61.252,0.38,0.076,5.015,0,0,"13","-",26618734,26625169,"SHISA2","shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]","13:26618734-26625169"
"ENSG00000122035",32.226,0.279,0.077,3.617,0,0.015,"13","+",27844463,27847827,"RASL11A","RAS-like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]","13:27844463-27847827"
