"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000010292",725.995,-0.147,0.044,-3.321,0.001,0.005,"12","+",6602521,6620358,"NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]","12:6602521-6620358"
"ENSG00000111641",217.907,0.219,0.062,3.511,0,0.003,"12","-",6666028,6677128,"NOP2","NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]","12:6666028-6677128"
"ENSG00000111642",1581.279,-0.369,0.042,-8.796,0,0,"12","-",6679248,6716534,"CHD4","chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]","12:6679248-6716534"
"ENSG00000247853",153.639,-0.338,0.074,-4.567,0,0,"12","+",6687787,6693905,"RP5-940J5.6","","12:6687787-6693905"
"ENSG00000159335",891.631,-0.249,0.066,-3.787,0,0.001,"12","+",6874681,6880041,"PTMS","parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]","12:6874681-6880041"
"ENSG00000111674",111.544,-0.24,0.091,-2.649,0.008,0.034,"12","+",7022908,7026271,"ENO2","enolase 2 (gamma, neuronal) [Source:HGNC Symbol;Acc:HGNC:3353]","12:7022908-7026271"
"ENSG00000126749",156.243,0.308,0.076,4.053,0,0,"12","+",7072407,7085065,"EMG1","EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]","12:7072407-7085065"
"ENSG00000215021",470.244,0.182,0.059,3.1,0.002,0.01,"12","-",7074489,7076738,"PHB2","prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]","12:7074489-7076738"
"ENSG00000111684",187.364,0.248,0.063,3.943,0,0.001,"12","-",7085347,7125781,"LPCAT3","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]","12:7085347-7125781"
"ENSG00000139182",437.456,-0.184,0.053,-3.485,0,0.003,"12","+",7282293,7287941,"CLSTN3","calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]","12:7282293-7287941"
"ENSG00000166532",80.801,-0.452,0.102,-4.445,0,0,"12","+",8834195,8866757,"RIMKLB","ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:HGNC:29228]","12:8834195-8866757"
"ENSG00000255753",2.773,-0.839,0.265,-3.163,0.002,0.008,"12","-",9466997,9468769,"RP11-22B23.2","","12:9466997-9468769"
"ENSG00000214826",171.817,-0.226,0.072,-3.121,0.002,0.009,"12","-",9570308,9600824,"DDX12P","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:2737]","12:9570308-9600824"
"ENSG00000069493",8.055,-0.697,0.222,-3.131,0.002,0.009,"12","+",9817564,9845479,"CLEC2D","C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]","12:9817564-9845479"
"ENSG00000110852",58.227,-0.274,0.109,-2.527,0.011,0.047,"12","-",10005582,10022735,"CLEC2B","C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]","12:10005582-10022735"
"ENSG00000231560",41.727,-0.382,0.123,-3.119,0.002,0.009,"12","-",10100735,10105935,"AC091814.3","","12:10100735-10105935"
"ENSG00000173391",470.008,-0.297,0.066,-4.534,0,0,"12","-",10310901,10324737,"OLR1","oxidized low density lipoprotein (lectin-like) receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]","12:10310901-10324737"
"ENSG00000165685",184.337,-0.428,0.064,-6.663,0,0,"12","+",10323140,10344384,"TMEM52B","transmembrane protein 52B [Source:HGNC Symbol;Acc:HGNC:26438]","12:10323140-10344384"
"ENSG00000139112",360.594,0.374,0.051,7.379,0,0,"12","+",10365056,10366722,"GABARAPL1","GABA(A) receptor-associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]","12:10365056-10366722"
"ENSG00000060138",473.332,0.284,0.053,5.336,0,0,"12","-",10851682,10875906,"YBX3","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]","12:10851682-10875906"
"ENSG00000212125",1.722,-0.697,0.264,-2.638,0.008,0.035,"12","-",11117023,11117951,"TAS2R15P","taste 2 receptor member 15 pseudogene [Source:HGNC Symbol;Acc:HGNC:19106]","12:11117023-11117951"
"ENSG00000111266",350.367,1.233,0.091,13.511,0,0,"12","-",12628828,12715317,"DUSP16","dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]","12:12628828-12715317"
"ENSG00000111269",184.066,0.607,0.072,8.477,0,0,"12","+",12764760,12790508,"CREBL2","cAMP responsive element binding protein-like 2 [Source:HGNC Symbol;Acc:HGNC:2350]","12:12764760-12790508"
"ENSG00000111276",369.157,0.563,0.068,8.268,0,0,"12","+",12867991,12874138,"CDKN1B","cyclin-dependent kinase inhibitor 1B (p27, Kip1) [Source:HGNC Symbol;Acc:HGNC:1785]","12:12867991-12874138"
"ENSG00000013588",400.866,1.185,0.081,14.708,0,0,"12","+",13043715,13070871,"GPRC5A","G protein-coupled receptor, class C, group 5, member A [Source:HGNC Symbol;Acc:HGNC:9836]","12:13043715-13070871"
"ENSG00000084444",121.94,0.294,0.084,3.497,0,0.003,"12","+",13197217,13236383,"FAM234B","family with sequence similarity 234 member B [Source:HGNC Symbol;Acc:HGNC:29288]","12:13197217-13236383"
"ENSG00000134531",23.045,0.756,0.165,4.58,0,0,"12","+",13349649,13369708,"EMP1","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]","12:13349649-13369708"
"ENSG00000084463",603.618,0.311,0.045,6.991,0,0,"12","-",14939409,14956474,"WBP11","WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]","12:14939409-14956474"
"ENSG00000052126",123.163,-0.452,0.083,-5.448,0,0,"12","+",19282647,19529331,"PLEKHA5","pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]","12:19282647-19529331"
"ENSG00000255910",1.624,-0.706,0.259,-2.729,0.006,0.028,"12","+",19928384,20162871,"RP11-405A12.2","","12:19928384-20162871"
"ENSG00000111711",363.536,0.221,0.073,3.007,0.003,0.013,"12","+",21654714,21669165,"GOLT1B","golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]","12:21654714-21669165"
"ENSG00000069431",148.701,-0.217,0.078,-2.769,0.006,0.025,"12","-",21950334,22089608,"ABCC9","ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]","12:21950334-22089608"
"ENSG00000111728",47.784,-1.114,0.112,-9.923,0,0,"12","-",22216706,22223547,"ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]","12:22216706-22223547"
"ENSG00000255725",30.557,0.398,0.149,2.669,0.008,0.033,"12","+",25956136,25956541,"TDGP1","thymine-DNA glycosylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49891]","12:25956136-25956541"
"ENSG00000123094",39.45,-0.338,0.129,-2.61,0.009,0.038,"12","+",26111961,26232825,"RASSF8","Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:HGNC Symbol;Acc:HGNC:13232]","12:26111961-26232825"
"ENSG00000123104",353.621,0.326,0.086,3.796,0,0.001,"12","-",26490341,26986131,"ITPR2","inositol 1,4,5-trisphosphate receptor, type 2 [Source:HGNC Symbol;Acc:HGNC:6181]","12:26490341-26986131"
"ENSG00000211455",192.326,0.243,0.086,2.83,0.005,0.021,"12","+",27396900,27462130,"STK38L","serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]","12:27396900-27462130"
"ENSG00000061794",888.261,0.181,0.044,4.068,0,0,"12","+",27863705,27909228,"MRPS35","mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]","12:27863705-27909228"
"ENSG00000110888",205.969,-0.386,0.076,-5.07,0,0,"12","-",30862485,30906593,"CAPRIN2","caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]","12:30862485-30906593"
"ENSG00000013573",417.927,-0.184,0.068,-2.712,0.007,0.029,"12","+",31226778,31256877,"DDX11","DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]","12:31226778-31256877"
"ENSG00000255867",58.744,1.517,0.126,12.07,0,0,"12","+",31742856,31768285,"DENND5B-AS1","DENND5B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42517]","12:31742856-31768285"
"ENSG00000233381",31.776,1.431,0.152,9.443,0,0,"12","-",31768701,31769373,"AK4P3","adenylate kinase 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21596]","12:31768701-31769373"
"ENSG00000188375",455.715,0.166,0.053,3.149,0.002,0.009,"12","-",31944122,31945175,"H3F3C","H3 histone, family 3C [Source:HGNC Symbol;Acc:HGNC:33164]","12:31944122-31945175"
"ENSG00000139132",391.794,1.461,0.091,16.073,0,0,"12","+",32552462,32793467,"FGD4","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]","12:32552462-32793467"
"ENSG00000087470",1118.739,0.567,0.051,11.11,0,0,"12","+",32832133,32898486,"DNM1L","dynamin 1-like [Source:HGNC Symbol;Acc:HGNC:2973]","12:32832133-32898486"
"ENSG00000188906",99.756,-1.128,0.103,-10.916,0,0,"12","+",40590545,40677754,"LRRK2","leucine-rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","12:40590545-40677754"
"ENSG00000134283",572.869,0.119,0.046,2.606,0.009,0.038,"12","+",42632248,42835749,"PPHLN1","periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]","12:42632248-42835749"
"ENSG00000139174",21.681,1.154,0.175,6.576,0,0,"12","-",42852139,42877797,"PRICKLE1","prickle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17019]","12:42852139-42877797"
"ENSG00000257225",7.677,0.634,0.229,2.763,0.006,0.026,"12","+",42853167,42859930,"RP11-328C8.4","","12:42853167-42859930"
"ENSG00000257742",89.434,-0.282,0.089,-3.172,0.002,0.008,"12","-",44112795,44117803,NA,NA,"12:44112795-44117803"
"ENSG00000198001",168.528,-0.266,0.073,-3.641,0,0.002,"12","+",44152746,44180778,"IRAK4","interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]","12:44152746-44180778"
"ENSG00000177119",2144.304,0.434,0.084,5.146,0,0,"12","+",45609769,45815000,"ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]","12:45609769-45815000"
"ENSG00000273015",170.655,-0.579,0.069,-8.398,0,0,"12","-",46119509,46121558,"RP11-352M15.2","","12:46119509-46121558"
"ENSG00000189079",531.252,-0.476,0.082,-5.823,0,0,"12","+",46123447,46301823,"ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]","12:46123447-46301823"
"ENSG00000111371",4555.312,0.621,0.081,7.713,0,0,"12","-",46576845,46662795,"SLC38A1","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]","12:46576845-46662795"
"ENSG00000134294",6164.553,0.858,0.095,9.069,0,0,"12","-",46751971,46766650,"SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]","12:46751971-46766650"
"ENSG00000257261",34.545,0.367,0.139,2.64,0.008,0.035,"12","+",46777461,46850051,"RP11-96H19.1","","12:46777461-46850051"
"ENSG00000272369",19.046,0.483,0.185,2.62,0.009,0.037,"12","+",46931284,47046333,"RP11-446N19.1","","12:46931284-47046333"
"ENSG00000139211",36.463,-2.286,0.147,-15.563,0,0,"12","-",47469489,47473648,"AMIGO2","adhesion molecule with Ig-like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","12:47469489-47473648"
"ENSG00000179715",12.946,-0.911,0.194,-4.69,0,0,"12","+",47473385,47630443,"PCED1B","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]","12:47473385-47630443"
"ENSG00000005175",349.157,-0.196,0.064,-3.048,0.002,0.012,"12","-",48057069,48099844,"RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]","12:48057069-48099844"
"ENSG00000211584",482.69,-0.226,0.051,-4.423,0,0,"12","+",48147698,48172954,"SLC48A1","solute carrier family 48 (heme transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:26035]","12:48147698-48172954"
"ENSG00000111424",4057.469,2.528,0.038,67.198,0,0,"12","-",48235319,48336831,"VDR","vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:HGNC:12679]","12:48235319-48336831"
"ENSG00000205537",24.597,1.975,0.184,10.722,0,0,"12","+",48276431,48295308,"RP11-89H19.1","","12:48276431-48295308"
"ENSG00000177981",474.624,-0.139,0.046,-3,0.003,0.013,"12","-",48541570,48551378,"ASB8","ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]","12:48541570-48551378"
"ENSG00000167528",156.14,-0.499,0.071,-7.025,0,0,"12","-",48733790,48744674,"ZNF641","zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]","12:48733790-48744674"
"ENSG00000139620",599.376,0.15,0.041,3.636,0,0.002,"12","-",49047183,49073476,"KANSL2","KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]","12:49047183-49073476"
"ENSG00000129315",690.105,0.207,0.077,2.689,0.007,0.031,"12","-",49082246,49110681,"CCNT1","cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]","12:49082246-49110681"
"ENSG00000174233",2521.645,-0.294,0.043,-6.845,0,0,"12","-",49159974,49177877,"ADCY6","adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]","12:49159974-49177877"
"ENSG00000257653",350.918,-0.36,0.058,-6.158,0,0,"12","+",49159976,49161106,"RP11-579D7.2","","12:49159976-49161106"
"ENSG00000167535",525.63,-0.559,0.047,-11.961,0,0,"12","+",49207576,49217767,"CACNB3","calcium channel, voltage-dependent, beta 3 subunit [Source:HGNC Symbol;Acc:HGNC:1403]","12:49207576-49217767"
"ENSG00000172602",80.787,-0.618,0.097,-6.383,0,0,"12","-",49250927,49254914,"RND1","Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]","12:49250927-49254914"
"ENSG00000134285",119.67,-0.3,0.12,-2.508,0.012,0.049,"12","-",49315300,49320257,"FKBP11","FK506 binding protein 11 [Source:HGNC Symbol;Acc:HGNC:18624]","12:49315300-49320257"
"ENSG00000169884",44.835,-0.411,0.125,-3.285,0.001,0.006,"12","-",49359122,49365546,"WNT10B","wingless-type MMTV integration site family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]","12:49359122-49365546"
"ENSG00000167548",1335.947,-0.144,0.057,-2.519,0.012,0.047,"12","-",49412757,49449107,"KMT2D","lysine (K)-specific methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]","12:49412757-49449107"
"ENSG00000167550",3.757,-0.864,0.257,-3.354,0.001,0.005,"12","-",49458467,49463808,"RHEBL1","Ras homolog enriched in brain like 1 [Source:HGNC Symbol;Acc:HGNC:21166]","12:49458467-49463808"
"ENSG00000139636",170.476,-0.376,0.076,-4.928,0,0,"12","-",49490918,49504464,"LMBR1L","limb development membrane protein 1-like [Source:HGNC Symbol;Acc:HGNC:18268]","12:49490918-49504464"
"ENSG00000135451",797.606,-0.308,0.067,-4.605,0,0,"12","+",49717018,49718079,"TROAP","trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]","12:49717018-49718079"
"ENSG00000186897",7.285,-0.802,0.236,-3.396,0.001,0.004,"12","-",49726199,49730971,"C1QL4","complement component 1, q subcomponent-like 4 [Source:HGNC Symbol;Acc:HGNC:31416]","12:49726199-49730971"
"ENSG00000178401",214.942,-0.355,0.066,-5.386,0,0,"12","+",49740699,49745958,"DNAJC22","DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]","12:49740699-49745958"
"ENSG00000135519",15.405,-0.653,0.179,-3.643,0,0.002,"12","+",49932939,49952091,"KCNH3","potassium channel, voltage gated eag related subfamily H, member 3 [Source:HGNC Symbol;Acc:HGNC:6252]","12:49932939-49952091"
"ENSG00000187778",855.701,-0.136,0.044,-3.083,0.002,0.01,"12","-",49950326,49954085,"MCRS1","microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]","12:49950326-49954085"
"ENSG00000135436",10.711,-0.787,0.206,-3.827,0,0.001,"12","-",49976667,49992572,"FAM186B","family with sequence similarity 186 member B [Source:HGNC Symbol;Acc:HGNC:25296]","12:49976667-49992572"
"ENSG00000161791",313.367,-0.237,0.079,-3.013,0.003,0.013,"12","-",50031723,50101197,"FMNL3","formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]","12:50031723-50101197"
"ENSG00000167566",853.249,-0.867,0.062,-14.007,0,0,"12","-",50184928,50190785,"NCKAP5L","NCK-associated protein 5-like [Source:HGNC Symbol;Acc:HGNC:29321]","12:50184928-50190785"
"ENSG00000186666",114.974,-0.321,0.078,-4.109,0,0,"12","-",50231572,50236912,"BCDIN3D","BCDIN3 domain containing RNA methyltransfease [Source:HGNC Symbol;Acc:HGNC:27050]","12:50231572-50236912"
"ENSG00000066117",1074.613,-0.106,0.037,-2.893,0.004,0.018,"12","+",50478754,50494495,"SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]","12:50478754-50494495"
"ENSG00000050405",1598.182,0.966,0.071,13.663,0,0,"12","-",50569570,50594630,"LIMA1","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]","12:50569570-50594630"
"ENSG00000161813",762.402,0.394,0.067,5.853,0,0,"12","+",50786165,50824334,"LARP4","La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]","12:50786165-50824334"
"ENSG00000066084",1381.22,0.598,0.081,7.408,0,0,"12","+",50898767,51074065,"DIP2B","disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]","12:50898767-51074065"
"ENSG00000185432",1254.304,-0.246,0.035,-7.097,0,0,"12","+",51317254,51326293,"METTL7A","methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]","12:51317254-51326293"
"ENSG00000110911",548.752,-1.171,0.064,-18.249,0,0,"12","-",51373183,51385992,"SLC11A2","solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10908]","12:51373183-51385992"
"ENSG00000135457",282.126,-0.203,0.055,-3.729,0,0.001,"12","-",51487445,51566664,"TFCP2","transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]","12:51487445-51566664"
"ENSG00000184271",45.258,-0.472,0.116,-4.068,0,0,"12","-",51580718,51611477,"POU6F1","POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]","12:51580718-51611477"
"ENSG00000170545",231.706,-0.483,0.069,-7.04,0,0,"12","-",51638341,51664674,"SMAGP","small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]","12:51638341-51664674"
"ENSG00000139629",887.395,0.121,0.044,2.745,0.006,0.027,"12","-",51745030,51777347,"GALNT6","polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]","12:51745030-51777347"
"ENSG00000135503",451.531,-0.205,0.055,-3.711,0,0.001,"12","+",52345450,52390862,"ACVR1B","activin A receptor type IB [Source:HGNC Symbol;Acc:HGNC:172]","12:52345450-52390862"
"ENSG00000167767",1606.685,-0.593,0.054,-10.941,0,0,"12","-",52562779,52585784,"KRT80","keratin 80, type II [Source:HGNC Symbol;Acc:HGNC:27056]","12:52562779-52585784"
"ENSG00000135480",1166.478,-0.242,0.059,-4.077,0,0,"12","+",52626303,52626932,"KRT7","keratin 7, type II [Source:HGNC Symbol;Acc:HGNC:6445]","12:52626303-52626932"
"ENSG00000257671",237.527,-0.267,0.08,-3.338,0.001,0.005,"12","-",52638831,52641232,"RP3-416H24.1","","12:52638831-52641232"
"ENSG00000170442",61.872,-0.633,0.114,-5.541,0,0,"12","+",52643083,52696943,"KRT86","keratin 86, type II [Source:HGNC Symbol;Acc:HGNC:6463]","12:52643083-52696943"
"ENSG00000135477",26.507,-0.427,0.16,-2.665,0.008,0.033,"12","-",52644249,52652337,"KRT87P","keratin 87 pseudogene [Source:HGNC Symbol;Acc:HGNC:30198]","12:52644249-52652337"
"ENSG00000205426",15.15,-0.679,0.202,-3.363,0.001,0.004,"12","-",52679696,52685318,"KRT81","keratin 81, type II [Source:HGNC Symbol;Acc:HGNC:6458]","12:52679696-52685318"
"ENSG00000186081",3.011,1.512,0.264,5.717,0,0,"12","-",52908358,52914471,"KRT5","keratin 5, type II [Source:HGNC Symbol;Acc:HGNC:6442]","12:52908358-52914471"
"ENSG00000186049",4.017,1.293,0.265,4.889,0,0,"12","-",53001353,53012343,"KRT73","keratin 73, type II [Source:HGNC Symbol;Acc:HGNC:28928]","12:53001353-53012343"
"ENSG00000170477",416.555,0.553,0.119,4.657,0,0,"12","-",53200332,53208335,"KRT4","keratin 4, type II [Source:HGNC Symbol;Acc:HGNC:6441]","12:53200332-53208335"
"ENSG00000185640",2.789,1.086,0.265,4.093,0,0,"12","-",53215193,53224246,"KRT79","keratin 79, type II [Source:HGNC Symbol;Acc:HGNC:28930]","12:53215193-53224246"
"ENSG00000170421",33298.93,-0.338,0.076,-4.474,0,0,"12","-",53290976,53343626,"KRT8","keratin 8, type II [Source:HGNC Symbol;Acc:HGNC:6446]","12:53290976-53343626"
"ENSG00000111057",9154.371,-0.69,0.072,-9.519,0,0,"12","+",53342654,53346684,"KRT18","keratin 18, type I [Source:HGNC Symbol;Acc:HGNC:6430]","12:53342654-53346684"
"ENSG00000225410",508.968,-0.623,0.09,-6.9,0,0,"12","-",53346499,53346686,NA,NA,"12:53346499-53346686"
"ENSG00000257337",1037.374,-0.173,0.039,-4.463,0,0,"12","-",53408379,53412743,"RP11-983P16.4","","12:53408379-53412743"
"ENSG00000111077",745.356,-0.829,0.062,-13.409,0,0,"12","+",53440752,53458153,"TNS2","tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737]","12:53440752-53458153"
"ENSG00000167778",574.608,0.509,0.05,10.152,0,0,"12","-",53458387,53473204,"SPRYD3","SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]","12:53458387-53473204"
"ENSG00000139631",716.788,-0.34,0.088,-3.885,0,0.001,"12","-",53551446,53574380,"CSAD","cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]","12:53551446-53574380"
"ENSG00000257808",80.083,-0.328,0.109,-3.012,0.003,0.013,"12","+",53553369,53554784,"RP11-1136G11.8","","12:53553369-53554784"
"ENSG00000139651",559.886,-0.24,0.048,-5.04,0,0,"12","+",53574483,53584596,"ZNF740","zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465]","12:53574483-53584596"
"ENSG00000139626",12.758,-1.376,0.197,-6.982,0,0,"12","-",53585101,53601091,"ITGB7","integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]","12:53585101-53601091"
"ENSG00000172819",438.612,-1.339,0.06,-22.252,0,0,"12","-",53604353,53626036,"RARG","retinoic acid receptor, gamma [Source:HGNC Symbol;Acc:HGNC:9866]","12:53604353-53626036"
"ENSG00000182544",426.54,-0.455,0.047,-9.608,0,0,"12","+",53645034,53645681,"MFSD5","major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]","12:53645034-53645681"
"ENSG00000094914",705.527,-0.13,0.048,-2.68,0.007,0.032,"12","-",53701239,53715415,"AAAS","aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]","12:53701239-53715415"
"ENSG00000185591",1013.44,-0.224,0.063,-3.576,0,0.002,"12","+",53773959,53776361,"SP1","Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]","12:53773959-53776361"
"ENSG00000205352",800.463,0.243,0.047,5.186,0,0,"12","+",53835388,53840417,"PRR13","proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]","12:53835388-53840417"
"ENSG00000139625",299.623,-0.398,0.077,-5.169,0,0,"12","-",53874273,53880512,"MAP3K12","mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]","12:53874273-53880512"
"ENSG00000139546",332.886,-0.303,0.064,-4.714,0,0,"12","+",53894704,53900215,"TARBP2","TAR (HIV-1) RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11569]","12:53894704-53900215"
"ENSG00000249641",94.148,-0.485,0.081,-5.962,0,0,"12","-",54329111,54333427,"HOXC13-AS","HOXC13 antisense RNA [Source:HGNC Symbol;Acc:HGNC:43753]","12:54329111-54333427"
"ENSG00000123364",436.198,-0.553,0.055,-10.039,0,0,"12","+",54332534,54340328,"HOXC13","homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]","12:54332534-54340328"
"ENSG00000123407",9.103,-0.85,0.211,-4.024,0,0,"12","+",54348617,54352740,"HOXC12","homeobox C12 [Source:HGNC Symbol;Acc:HGNC:5124]","12:54348617-54352740"
"ENSG00000228630",256.156,-0.634,0.058,-10.994,0,0,"12","-",54356091,54368740,"HOTAIR","HOX transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:33510]","12:54356091-54368740"
"ENSG00000123388",249.875,-0.578,0.056,-10.303,0,0,"12","+",54366909,54371427,"HOXC11","homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123]","12:54366909-54371427"
"ENSG00000251151",102.187,-0.383,0.083,-4.612,0,0,"12","-",54375292,54378108,"HOXC-AS3","HOXC cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:43751]","12:54375292-54378108"
"ENSG00000180818",847.521,-0.277,0.043,-6.512,0,0,"12","+",54378848,54379761,"HOXC10","homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]","12:54378848-54379761"
"ENSG00000197757",132.749,-0.455,0.083,-5.504,0,0,"12","+",54384407,54422706,"HOXC6","homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]","12:54384407-54422706"
"ENSG00000037965",29.425,-1.28,0.148,-8.636,0,0,"12","+",54402831,54407570,"HOXC8","homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]","12:54402831-54407570"
"ENSG00000248265",34.977,-0.524,0.13,-4.03,0,0,"12","+",54452037,54516018,"FLJ12825","uncharacterized LOC440101 [Source:EntrezGene;Acc:440101]","12:54452037-54516018"
"ENSG00000135486",4042.46,0.107,0.031,3.445,0.001,0.003,"12","+",54673976,54680871,"HNRNPA1","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]","12:54673976-54680871"
"ENSG00000123405",5.04,-1.156,0.246,-4.697,0,0,"12","-",54685894,54689544,"NFE2","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]","12:54685894-54689544"
"ENSG00000161642",1444.527,-0.626,0.048,-12.902,0,0,"12","-",54762916,54779551,"ZNF385A","zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]","12:54762916-54779551"
"ENSG00000161638",224.317,-0.439,0.07,-6.259,0,0,"12","-",54789044,54799900,"ITGA5","integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]","12:54789044-54799900"
